Curso,NRC,Edificio,Días,Inscritos,Rango de Horas,Index,_6
DEPO-1219 TENIS DE MESA PRINCIPIANTES,51808,GA,I,12,"(15.0, 15.5)",451.0,"(15, 17)"
DEPO-1219 TENIS DE MESA PRINCIPIANTES,51808,GA,I,12,"(15.5, 16.0)",451.0,"(15, 17)"
DEPO-1219 TENIS DE MESA PRINCIPIANTES,51808,GA,I,12,"(16.0, 16.5)",451.0,"(15, 17)"
DEPO-1219 TENIS DE MESA PRINCIPIANTES,51808,GA,I,12,"(16.5, 17.0)",451.0,"(15, 17)"
DEPO-1218 TENIS DE CAMPO PRINCIPIANTES,10299,GA,I,14,"(15.0, 15.5)",452.0,"(15, 17)"
DEPO-1218 TENIS DE CAMPO PRINCIPIANTES,10299,GA,I,14,"(15.5, 16.0)",452.0,"(15, 17)"
DEPO-1218 TENIS DE CAMPO PRINCIPIANTES,10299,GA,I,14,"(16.0, 16.5)",452.0,"(15, 17)"
DEPO-1218 TENIS DE CAMPO PRINCIPIANTES,10299,GA,I,14,"(16.5, 17.0)",452.0,"(15, 17)"
DEPO-1256 SALSA /BACHATA BASICA,12015,GA,I,28,"(15.0, 15.5)",453.0,"(15, 17)"
DEPO-1256 SALSA /BACHATA BASICA,12015,GA,I,28,"(15.5, 16.0)",453.0,"(15, 17)"
DEPO-1256 SALSA /BACHATA BASICA,12015,GA,I,28,"(16.0, 16.5)",453.0,"(15, 17)"
DEPO-1256 SALSA /BACHATA BASICA,12015,GA,I,28,"(16.5, 17.0)",453.0,"(15, 17)"
DEPO-1888 BALONCESTO 3X3 MIXTO,73385,GA,I,16,"(15.0, 15.5)",454.0,"(15, 17)"
DEPO-1888 BALONCESTO 3X3 MIXTO,73385,GA,I,16,"(15.5, 16.0)",454.0,"(15, 17)"
DEPO-1888 BALONCESTO 3X3 MIXTO,73385,GA,I,16,"(16.0, 16.5)",454.0,"(15, 17)"
DEPO-1888 BALONCESTO 3X3 MIXTO,73385,GA,I,16,"(16.5, 17.0)",454.0,"(15, 17)"
DEPO-1218 TENIS DE CAMPO INTERMEDIOS,10301,GA,I,9,"(17.0, 17.5)",455.0,"(17, 18)"
DEPO-1218 TENIS DE CAMPO INTERMEDIOS,10301,GA,I,9,"(17.5, 18.0)",455.0,"(17, 18)"
DEPO-1219 TENIS DE MESA PRINCIPIANTES,10315,GA,I,12,"(17.0, 17.5)",456.0,"(17, 18)"
DEPO-1219 TENIS DE MESA PRINCIPIANTES,10315,GA,I,12,"(17.5, 18.0)",456.0,"(17, 18)"
DEPO-3100 SELECCION BALONCESTO FEMENINA,10280,GA,I,19,"(17.0, 17.5)",457.0,"(17, 19)"
DEPO-3100 SELECCION BALONCESTO FEMENINA,10280,GA,I,19,"(17.5, 18.0)",457.0,"(17, 19)"
DEPO-3100 SELECCION BALONCESTO FEMENINA,10280,GA,I,19,"(18.0, 18.5)",457.0,"(17, 19)"
DEPO-3100 SELECCION BALONCESTO FEMENINA,10280,GA,I,19,"(18.5, 19.0)",457.0,"(17, 19)"
DEPO-2889 GRUPO SALSA,68690,GA,I,16,"(18.0, 18.5)",458.0,"(18, 20)"
DEPO-2889 GRUPO SALSA,68690,GA,I,16,"(18.5, 19.0)",458.0,"(18, 20)"
DEPO-2889 GRUPO SALSA,68690,GA,I,16,"(19.0, 19.5)",458.0,"(18, 20)"
DEPO-2889 GRUPO SALSA,68690,GA,I,16,"(19.5, 20.0)",458.0,"(18, 20)"
DEPO-3100 SELECCION BALONCESTO MASCULINO,10744,GA,I,20,"(19.0, 19.5)",459.0,"(19, 21)"
DEPO-3100 SELECCION BALONCESTO MASCULINO,10744,GA,I,20,"(19.5, 20.0)",459.0,"(19, 21)"
DEPO-3100 SELECCION BALONCESTO MASCULINO,10744,GA,I,20,"(20.0, 20.5)",459.0,"(19, 21)"
DEPO-3100 SELECCION BALONCESTO MASCULINO,10744,GA,I,20,"(20.5, 21.0)",459.0,"(19, 21)"
DERE-3605 PRESEMINARIO CONCURSO DERECHOS HUMANOS,70887,LL,I,3,"(6.5, 7.0)",486.0,"(6, 8)"
DERE-3605 PRESEMINARIO CONCURSO DERECHOS HUMANOS,70887,LL,I,3,"(7.0, 7.5)",486.0,"(6, 8)"
DERE-3605 PRESEMINARIO CONCURSO DERECHOS HUMANOS,70887,LL,I,3,"(7.5, 8.0)",486.0,"(6, 8)"
IIND-3001 PROYECTO DE GRADO 2,10121,LL,I,19,"(6.5, 7.0)",487.0,"(6, 8)"
IIND-3001 PROYECTO DE GRADO 2,10121,LL,I,19,"(7.0, 7.5)",487.0,"(6, 8)"
IIND-3001 PROYECTO DE GRADO 2,10121,LL,I,19,"(7.5, 8.0)",487.0,"(6, 8)"
IMEC-3345L LABORATORIO DE SISTEMAS DE CONVERSIÓN DE ENERGIA,73439,LL,I,14,"(6.5, 7.0)",488.0,"(6, 8)"
IMEC-3345L LABORATORIO DE SISTEMAS DE CONVERSIÓN DE ENERGIA,73439,LL,I,14,"(7.0, 7.5)",488.0,"(6, 8)"
IMEC-3345L LABORATORIO DE SISTEMAS DE CONVERSIÓN DE ENERGIA,73439,LL,I,14,"(7.5, 8.0)",488.0,"(6, 8)"
ISIS-2603 DESARROLLO DE SW EN EQUIPO,36389,LL,I,27,"(6.5, 7.0)",489.0,"(6, 8)"
ISIS-2603 DESARROLLO DE SW EN EQUIPO,36389,LL,I,27,"(7.0, 7.5)",489.0,"(6, 8)"
ISIS-2603 DESARROLLO DE SW EN EQUIPO,36389,LL,I,27,"(7.5, 8.0)",489.0,"(6, 8)"
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),27897,LL,I,23,"(6.5, 7.0)",490.0,"(6, 8)"
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),27897,LL,I,23,"(7.0, 7.5)",490.0,"(6, 8)"
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),27897,LL,I,23,"(7.5, 8.0)",490.0,"(6, 8)"
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),68785,LL,I,22,"(6.5, 7.0)",491.0,"(6, 8)"
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),68785,LL,I,22,"(7.0, 7.5)",491.0,"(6, 8)"
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),68785,LL,I,22,"(7.5, 8.0)",491.0,"(6, 8)"
LENG-1155 ENGLISH 05 (CICLO 1 DE 8 SEMANAS),27905,LL,I,24,"(6.5, 7.0)",492.0,"(6, 8)"
LENG-1155 ENGLISH 05 (CICLO 1 DE 8 SEMANAS),27905,LL,I,24,"(7.0, 7.5)",492.0,"(6, 8)"
LENG-1155 ENGLISH 05 (CICLO 1 DE 8 SEMANAS),27905,LL,I,24,"(7.5, 8.0)",492.0,"(6, 8)"
LENG-1155 ENGLISH 05 (CICLO 2 DE 8 SEMANAS),27644,LL,I,9,"(6.5, 7.0)",493.0,"(6, 8)"
LENG-1155 ENGLISH 05 (CICLO 2 DE 8 SEMANAS),27644,LL,I,9,"(7.0, 7.5)",493.0,"(6, 8)"
LENG-1155 ENGLISH 05 (CICLO 2 DE 8 SEMANAS),27644,LL,I,9,"(7.5, 8.0)",493.0,"(6, 8)"
LENG-1155 ENGLISH 05 (CICLO 1 DE 8 SEMANAS),27906,LL,I,22,"(6.5, 7.0)",494.0,"(6, 8)"
LENG-1155 ENGLISH 05 (CICLO 1 DE 8 SEMANAS),27906,LL,I,22,"(7.0, 7.5)",494.0,"(6, 8)"
LENG-1155 ENGLISH 05 (CICLO 1 DE 8 SEMANAS),27906,LL,I,22,"(7.5, 8.0)",494.0,"(6, 8)"
LENG-1155 ENGLISH 05 (CICLO 1 DE 8 SEMANAS),27907,LL,I,23,"(6.5, 7.0)",495.0,"(6, 8)"
LENG-1155 ENGLISH 05 (CICLO 1 DE 8 SEMANAS),27907,LL,I,23,"(7.0, 7.5)",495.0,"(6, 8)"
LENG-1155 ENGLISH 05 (CICLO 1 DE 8 SEMANAS),27907,LL,I,23,"(7.5, 8.0)",495.0,"(6, 8)"
LENG-1156 ENGLISH 06 (CICLO 1 DE 8 SEMANAS),30547,LL,I,24,"(6.5, 7.0)",496.0,"(6, 8)"
LENG-1156 ENGLISH 06 (CICLO 1 DE 8 SEMANAS),30547,LL,I,24,"(7.0, 7.5)",496.0,"(6, 8)"
LENG-1156 ENGLISH 06 (CICLO 1 DE 8 SEMANAS),30547,LL,I,24,"(7.5, 8.0)",496.0,"(6, 8)"
LENG-1156 ENGLISH 06 (CICLO 2 DE 8 SEMANAS),27697,LL,I,21,"(6.5, 7.0)",497.0,"(6, 8)"
LENG-1156 ENGLISH 06 (CICLO 2 DE 8 SEMANAS),27697,LL,I,21,"(7.0, 7.5)",497.0,"(6, 8)"
LENG-1156 ENGLISH 06 (CICLO 2 DE 8 SEMANAS),27697,LL,I,21,"(7.5, 8.0)",497.0,"(6, 8)"
LENG-1156 ENGLISH 06 (CICLO 2 DE 8 SEMANAS),27698,LL,I,23,"(6.5, 7.0)",498.0,"(6, 8)"
LENG-1156 ENGLISH 06 (CICLO 2 DE 8 SEMANAS),27698,LL,I,23,"(7.0, 7.5)",498.0,"(6, 8)"
LENG-1156 ENGLISH 06 (CICLO 2 DE 8 SEMANAS),27698,LL,I,23,"(7.5, 8.0)",498.0,"(6, 8)"
LENG-1156 ENGLISH 06 (CICLO 2 DE 8 SEMANAS),54523,LL,I,18,"(6.5, 7.0)",499.0,"(6, 8)"
LENG-1156 ENGLISH 06 (CICLO 2 DE 8 SEMANAS),54523,LL,I,18,"(7.0, 7.5)",499.0,"(6, 8)"
LENG-1156 ENGLISH 06 (CICLO 2 DE 8 SEMANAS),54523,LL,I,18,"(7.5, 8.0)",499.0,"(6, 8)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 1 DE 8 SEMANAS),27930,LL,I,20,"(6.5, 7.0)",500.0,"(6, 8)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 1 DE 8 SEMANAS),27930,LL,I,20,"(7.0, 7.5)",500.0,"(6, 8)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 1 DE 8 SEMANAS),27930,LL,I,20,"(7.5, 8.0)",500.0,"(6, 8)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 2 DE 8 SEMANAS),57292,LL,I,16,"(6.5, 7.0)",501.0,"(6, 8)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 2 DE 8 SEMANAS),57292,LL,I,16,"(7.0, 7.5)",501.0,"(6, 8)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 2 DE 8 SEMANAS),57292,LL,I,16,"(7.5, 8.0)",501.0,"(6, 8)"
LENG-1159 ENGLISH 09A WRITING 2 - FOR SCIENCE AND ENGINEERING (CICLO 1 DE 8 SEMANAS),28022,LL,I,24,"(6.5, 7.0)",502.0,"(6, 8)"
LENG-1159 ENGLISH 09A WRITING 2 - FOR SCIENCE AND ENGINEERING (CICLO 1 DE 8 SEMANAS),28022,LL,I,24,"(7.0, 7.5)",502.0,"(6, 8)"
LENG-1159 ENGLISH 09A WRITING 2 - FOR SCIENCE AND ENGINEERING (CICLO 1 DE 8 SEMANAS),28022,LL,I,24,"(7.5, 8.0)",502.0,"(6, 8)"
LENG-1162 ENGLISH 10B: SPEAKING AND WRITING FOR PROFESSIONAL PURPOSES (CICLO 2 DE 8 SEMANAS),63068,LL,I,11,"(6.5, 7.0)",503.0,"(6, 8)"
LENG-1162 ENGLISH 10B: SPEAKING AND WRITING FOR PROFESSIONAL PURPOSES (CICLO 2 DE 8 SEMANAS),63068,LL,I,11,"(7.0, 7.5)",503.0,"(6, 8)"
LENG-1162 ENGLISH 10B: SPEAKING AND WRITING FOR PROFESSIONAL PURPOSES (CICLO 2 DE 8 SEMANAS),63068,LL,I,11,"(7.5, 8.0)",503.0,"(6, 8)"
LENG-1601 ITALIANO 1,72193,LL,I,14,"(6.5, 7.0)",504.0,"(6, 8)"
LENG-1601 ITALIANO 1,72193,LL,I,14,"(7.0, 7.5)",504.0,"(6, 8)"
LENG-1601 ITALIANO 1,72193,LL,I,14,"(7.5, 8.0)",504.0,"(6, 8)"
CBCO-1272 MÚSICA Y CULTURAS MUSICALES EN COLOMBIA (CICLO 2 DE 8 SEMANAS),42509,LL,I,28,"(7.0, 7.5)",505.0,"(7, 9)"
CBCO-1272 MÚSICA Y CULTURAS MUSICALES EN COLOMBIA (CICLO 2 DE 8 SEMANAS),42509,LL,I,28,"(7.5, 8.0)",505.0,"(7, 9)"
CBCO-1272 MÚSICA Y CULTURAS MUSICALES EN COLOMBIA (CICLO 2 DE 8 SEMANAS),42509,LL,I,28,"(8.0, 8.5)",505.0,"(7, 9)"
CBCO-1272 MÚSICA Y CULTURAS MUSICALES EN COLOMBIA (CICLO 2 DE 8 SEMANAS),42509,LL,I,28,"(8.5, 9.0)",505.0,"(7, 9)"
ESCR-1101 ESCRITURA UNIVERSITARIA I (CICLO 1 DE 8 SEMANAS),66060,LL,I,23,"(7.0, 7.5)",506.0,"(7, 9)"
ESCR-1101 ESCRITURA UNIVERSITARIA I (CICLO 1 DE 8 SEMANAS),66060,LL,I,23,"(7.5, 8.0)",506.0,"(7, 9)"
ESCR-1101 ESCRITURA UNIVERSITARIA I (CICLO 1 DE 8 SEMANAS),66060,LL,I,23,"(8.0, 8.5)",506.0,"(7, 9)"
ESCR-1101 ESCRITURA UNIVERSITARIA I (CICLO 1 DE 8 SEMANAS),66060,LL,I,23,"(8.5, 9.0)",506.0,"(7, 9)"
PSIG-3808 PSICOLOGÍA ORGANIZACIONAL (CICLO 1 DE 8 SEMANAS),66667,LL,I,16,"(7.0, 7.5)",507.0,"(7, 9)"
PSIG-3808 PSICOLOGÍA ORGANIZACIONAL (CICLO 1 DE 8 SEMANAS),66667,LL,I,16,"(7.5, 8.0)",507.0,"(7, 9)"
PSIG-3808 PSICOLOGÍA ORGANIZACIONAL (CICLO 1 DE 8 SEMANAS),66667,LL,I,16,"(8.0, 8.5)",507.0,"(7, 9)"
PSIG-3808 PSICOLOGÍA ORGANIZACIONAL (CICLO 1 DE 8 SEMANAS),66667,LL,I,16,"(8.5, 9.0)",507.0,"(7, 9)"
MATE-1203C CALCULO DIFERENCIAL COMPLEMENTARIA,72599,LL,I,21,"(8.0, 8.5)",508.0,"(8, 9)"
MATE-1203C CALCULO DIFERENCIAL COMPLEMENTARIA,72599,LL,I,21,"(8.5, 9.0)",508.0,"(8, 9)"
DERE-3288 NEGOCIACIÓN DE TRANSACCIONES CORPORATIVAS Y FINANCIERAS,63113,LL,I,29,"(8.0, 8.5)",509.0,"(8, 10)"
DERE-3288 NEGOCIACIÓN DE TRANSACCIONES CORPORATIVAS Y FINANCIERAS,63113,LL,I,29,"(8.5, 9.0)",509.0,"(8, 10)"
DERE-3288 NEGOCIACIÓN DE TRANSACCIONES CORPORATIVAS Y FINANCIERAS,63113,LL,I,29,"(9.0, 9.5)",509.0,"(8, 10)"
DERE-3288 NEGOCIACIÓN DE TRANSACCIONES CORPORATIVAS Y FINANCIERAS,63113,LL,I,29,"(9.5, 10.0)",509.0,"(8, 10)"
ISIS-1226 DISEÑO Y PROGRAMACIÓN O.O.,48019,LL,I,26,"(8.0, 8.5)",510.0,"(8, 10)"
ISIS-1226 DISEÑO Y PROGRAMACIÓN O.O.,48019,LL,I,26,"(8.5, 9.0)",510.0,"(8, 10)"
ISIS-1226 DISEÑO Y PROGRAMACIÓN O.O.,48019,LL,I,26,"(9.0, 9.5)",510.0,"(8, 10)"
ISIS-1226 DISEÑO Y PROGRAMACIÓN O.O.,48019,LL,I,26,"(9.5, 10.0)",510.0,"(8, 10)"
ISIS-1226 DISEÑO Y PROGRAMACIÓN O.O.,55645,LL,I,31,"(8.0, 8.5)",511.0,"(8, 10)"
ISIS-1226 DISEÑO Y PROGRAMACIÓN O.O.,55645,LL,I,31,"(8.5, 9.0)",511.0,"(8, 10)"
ISIS-1226 DISEÑO Y PROGRAMACIÓN O.O.,55645,LL,I,31,"(9.0, 9.5)",511.0,"(8, 10)"
ISIS-1226 DISEÑO Y PROGRAMACIÓN O.O.,55645,LL,I,31,"(9.5, 10.0)",511.0,"(8, 10)"
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),27899,LL,I,24,"(8.0, 8.5)",512.0,"(8, 10)"
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),27899,LL,I,24,"(8.5, 9.0)",512.0,"(8, 10)"
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),27899,LL,I,24,"(9.0, 9.5)",512.0,"(8, 10)"
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),27899,LL,I,24,"(9.5, 10.0)",512.0,"(8, 10)"
LENG-1154 ENGLISH 04 (CICLO 1 DE 8 SEMANAS),30536,LL,I,21,"(8.0, 8.5)",513.0,"(8, 10)"
LENG-1154 ENGLISH 04 (CICLO 1 DE 8 SEMANAS),30536,LL,I,21,"(8.5, 9.0)",513.0,"(8, 10)"
LENG-1154 ENGLISH 04 (CICLO 1 DE 8 SEMANAS),30536,LL,I,21,"(9.0, 9.5)",513.0,"(8, 10)"
LENG-1154 ENGLISH 04 (CICLO 1 DE 8 SEMANAS),30536,LL,I,21,"(9.5, 10.0)",513.0,"(8, 10)"
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),40208,LL,I,20,"(8.0, 8.5)",514.0,"(8, 10)"
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),40208,LL,I,20,"(8.5, 9.0)",514.0,"(8, 10)"
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),40208,LL,I,20,"(9.0, 9.5)",514.0,"(8, 10)"
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),40208,LL,I,20,"(9.5, 10.0)",514.0,"(8, 10)"
LENG-1155 ENGLISH 05 (CICLO 2 DE 8 SEMANAS),72043,LL,I,19,"(8.0, 8.5)",515.0,"(8, 10)"
LENG-1155 ENGLISH 05 (CICLO 2 DE 8 SEMANAS),72043,LL,I,19,"(8.5, 9.0)",515.0,"(8, 10)"
LENG-1155 ENGLISH 05 (CICLO 2 DE 8 SEMANAS),72043,LL,I,19,"(9.0, 9.5)",515.0,"(8, 10)"
LENG-1155 ENGLISH 05 (CICLO 2 DE 8 SEMANAS),72043,LL,I,19,"(9.5, 10.0)",515.0,"(8, 10)"
LENG-1156 ENGLISH 06 (CICLO 2 DE 8 SEMANAS),27699,LL,I,14,"(8.0, 8.5)",516.0,"(8, 10)"
LENG-1156 ENGLISH 06 (CICLO 2 DE 8 SEMANAS),27699,LL,I,14,"(8.5, 9.0)",516.0,"(8, 10)"
LENG-1156 ENGLISH 06 (CICLO 2 DE 8 SEMANAS),27699,LL,I,14,"(9.0, 9.5)",516.0,"(8, 10)"
LENG-1156 ENGLISH 06 (CICLO 2 DE 8 SEMANAS),27699,LL,I,14,"(9.5, 10.0)",516.0,"(8, 10)"
LENG-1156 ENGLISH 06 (CICLO 1 DE 8 SEMANAS),33394,LL,I,23,"(8.0, 8.5)",517.0,"(8, 10)"
LENG-1156 ENGLISH 06 (CICLO 1 DE 8 SEMANAS),33394,LL,I,23,"(8.5, 9.0)",517.0,"(8, 10)"
LENG-1156 ENGLISH 06 (CICLO 1 DE 8 SEMANAS),33394,LL,I,23,"(9.0, 9.5)",517.0,"(8, 10)"
LENG-1156 ENGLISH 06 (CICLO 1 DE 8 SEMANAS),33394,LL,I,23,"(9.5, 10.0)",517.0,"(8, 10)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 2 DE 8 SEMANAS),69050,LL,I,21,"(8.0, 8.5)",518.0,"(8, 10)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 2 DE 8 SEMANAS),69050,LL,I,21,"(8.5, 9.0)",518.0,"(8, 10)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 2 DE 8 SEMANAS),69050,LL,I,21,"(9.0, 9.5)",518.0,"(8, 10)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 2 DE 8 SEMANAS),69050,LL,I,21,"(9.5, 10.0)",518.0,"(8, 10)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 1 DE 8 SEMANAS),62897,LL,I,18,"(8.0, 8.5)",519.0,"(8, 10)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 1 DE 8 SEMANAS),62897,LL,I,18,"(8.5, 9.0)",519.0,"(8, 10)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 1 DE 8 SEMANAS),62897,LL,I,18,"(9.0, 9.5)",519.0,"(8, 10)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 1 DE 8 SEMANAS),62897,LL,I,18,"(9.5, 10.0)",519.0,"(8, 10)"
LENG-1158 ENGLISH 08 - WRITING 1 (CICLO 2 DE 8 SEMANAS),69069,LL,I,20,"(8.0, 8.5)",520.0,"(8, 10)"
LENG-1158 ENGLISH 08 - WRITING 1 (CICLO 2 DE 8 SEMANAS),69069,LL,I,20,"(8.5, 9.0)",520.0,"(8, 10)"
LENG-1158 ENGLISH 08 - WRITING 1 (CICLO 2 DE 8 SEMANAS),69069,LL,I,20,"(9.0, 9.5)",520.0,"(8, 10)"
LENG-1158 ENGLISH 08 - WRITING 1 (CICLO 2 DE 8 SEMANAS),69069,LL,I,20,"(9.5, 10.0)",520.0,"(8, 10)"
LENG-1158 ENGLISH 08 - WRITING 1 (CICLO 1 DE 8 SEMANAS),62908,LL,I,23,"(8.0, 8.5)",521.0,"(8, 10)"
LENG-1158 ENGLISH 08 - WRITING 1 (CICLO 1 DE 8 SEMANAS),62908,LL,I,23,"(8.5, 9.0)",521.0,"(8, 10)"
LENG-1158 ENGLISH 08 - WRITING 1 (CICLO 1 DE 8 SEMANAS),62908,LL,I,23,"(9.0, 9.5)",521.0,"(8, 10)"
LENG-1158 ENGLISH 08 - WRITING 1 (CICLO 1 DE 8 SEMANAS),62908,LL,I,23,"(9.5, 10.0)",521.0,"(8, 10)"
LENG-1159 ENGLISH 09A WRITING 2 - FOR SCIENCE AND ENGINEERING (CICLO 1 DE 8 SEMANAS),62951,LL,I,20,"(8.0, 8.5)",522.0,"(8, 10)"
LENG-1159 ENGLISH 09A WRITING 2 - FOR SCIENCE AND ENGINEERING (CICLO 1 DE 8 SEMANAS),62951,LL,I,20,"(8.5, 9.0)",522.0,"(8, 10)"
LENG-1159 ENGLISH 09A WRITING 2 - FOR SCIENCE AND ENGINEERING (CICLO 1 DE 8 SEMANAS),62951,LL,I,20,"(9.0, 9.5)",522.0,"(8, 10)"
LENG-1159 ENGLISH 09A WRITING 2 - FOR SCIENCE AND ENGINEERING (CICLO 1 DE 8 SEMANAS),62951,LL,I,20,"(9.5, 10.0)",522.0,"(8, 10)"
LENG-1160 ENGLISH 09B WRITING 2 - FOR HUMANITIES AND SOCIAL SCIENCE (CICLO 1 DE 8 SEMANAS),62961,LL,I,19,"(8.0, 8.5)",523.0,"(8, 10)"
LENG-1160 ENGLISH 09B WRITING 2 - FOR HUMANITIES AND SOCIAL SCIENCE (CICLO 1 DE 8 SEMANAS),62961,LL,I,19,"(8.5, 9.0)",523.0,"(8, 10)"
LENG-1160 ENGLISH 09B WRITING 2 - FOR HUMANITIES AND SOCIAL SCIENCE (CICLO 1 DE 8 SEMANAS),62961,LL,I,19,"(9.0, 9.5)",523.0,"(8, 10)"
LENG-1160 ENGLISH 09B WRITING 2 - FOR HUMANITIES AND SOCIAL SCIENCE (CICLO 1 DE 8 SEMANAS),62961,LL,I,19,"(9.5, 10.0)",523.0,"(8, 10)"
LENG-1162 ENGLISH 10B: SPEAKING AND WRITING FOR PROFESSIONAL PURPOSES (CICLO 2 DE 8 SEMANAS),30831,LL,I,21,"(8.0, 8.5)",524.0,"(8, 10)"
LENG-1162 ENGLISH 10B: SPEAKING AND WRITING FOR PROFESSIONAL PURPOSES (CICLO 2 DE 8 SEMANAS),30831,LL,I,21,"(8.5, 9.0)",524.0,"(8, 10)"
LENG-1162 ENGLISH 10B: SPEAKING AND WRITING FOR PROFESSIONAL PURPOSES (CICLO 2 DE 8 SEMANAS),30831,LL,I,21,"(9.0, 9.5)",524.0,"(8, 10)"
LENG-1162 ENGLISH 10B: SPEAKING AND WRITING FOR PROFESSIONAL PURPOSES (CICLO 2 DE 8 SEMANAS),30831,LL,I,21,"(9.5, 10.0)",524.0,"(8, 10)"
LENG-1301 ALEMAN 1,57407,LL,I,15,"(8.0, 8.5)",525.0,"(8, 10)"
LENG-1301 ALEMAN 1,57407,LL,I,15,"(8.5, 9.0)",525.0,"(8, 10)"
LENG-1301 ALEMAN 1,57407,LL,I,15,"(9.0, 9.5)",525.0,"(8, 10)"
LENG-1301 ALEMAN 1,57407,LL,I,15,"(9.5, 10.0)",525.0,"(8, 10)"
LENG-1304 ALEMAN 4,10232,LL,I,22,"(8.0, 8.5)",526.0,"(8, 10)"
LENG-1304 ALEMAN 4,10232,LL,I,22,"(8.5, 9.0)",526.0,"(8, 10)"
LENG-1304 ALEMAN 4,10232,LL,I,22,"(9.0, 9.5)",526.0,"(8, 10)"
LENG-1304 ALEMAN 4,10232,LL,I,22,"(9.5, 10.0)",526.0,"(8, 10)"
LENG-1404 JAPONES 4,48520,LL,I,15,"(8.0, 8.5)",527.0,"(8, 10)"
LENG-1404 JAPONES 4,48520,LL,I,15,"(8.5, 9.0)",527.0,"(8, 10)"
LENG-1404 JAPONES 4,48520,LL,I,15,"(9.0, 9.5)",527.0,"(8, 10)"
LENG-1404 JAPONES 4,48520,LL,I,15,"(9.5, 10.0)",527.0,"(8, 10)"
LENG-1601 ITALIANO 1,72196,LL,I,21,"(8.0, 8.5)",528.0,"(8, 10)"
LENG-1601 ITALIANO 1,72196,LL,I,21,"(8.5, 9.0)",528.0,"(8, 10)"
LENG-1601 ITALIANO 1,72196,LL,I,21,"(9.0, 9.5)",528.0,"(8, 10)"
LENG-1601 ITALIANO 1,72196,LL,I,21,"(9.5, 10.0)",528.0,"(8, 10)"
LENG-1701 PORTUGUES 1,63147,LL,I,22,"(8.0, 8.5)",529.0,"(8, 10)"
LENG-1701 PORTUGUES 1,63147,LL,I,22,"(8.5, 9.0)",529.0,"(8, 10)"
LENG-1701 PORTUGUES 1,63147,LL,I,22,"(9.0, 9.5)",529.0,"(8, 10)"
LENG-1701 PORTUGUES 1,63147,LL,I,22,"(9.5, 10.0)",529.0,"(8, 10)"
BIOL-3121 ECOLOGÍA COGNITIVA Y NEUROETOLOGÍA DE ABEJAS (CICLO 2 DE 8 SEMANAS),70439,LL,I,26,"(8.0, 8.5)",530.0,"(8, 10)"
BIOL-3121 ECOLOGÍA COGNITIVA Y NEUROETOLOGÍA DE ABEJAS (CICLO 2 DE 8 SEMANAS),70439,LL,I,26,"(8.5, 9.0)",530.0,"(8, 10)"
BIOL-3121 ECOLOGÍA COGNITIVA Y NEUROETOLOGÍA DE ABEJAS (CICLO 2 DE 8 SEMANAS),70439,LL,I,26,"(9.0, 9.5)",530.0,"(8, 10)"
BIOL-3121 ECOLOGÍA COGNITIVA Y NEUROETOLOGÍA DE ABEJAS (CICLO 2 DE 8 SEMANAS),70439,LL,I,26,"(9.5, 10.0)",530.0,"(8, 10)"
ARQT-2114 PRINCIPIOS DE DISEÑO URBANO DESDE LA MANZANA (CICLO 2 DE 8 SEMANAS),72670,LL,I,29,"(9.0, 9.5)",531.0,"(9, 11)"
